province,points
Mendoza Province,85
Northern Spain,85
Provence,85
California,85
Southwest France,85
Provence,85
Northern Spain,85
Northeastern Italy,85
Provence,85
Steiermark,85
Piedmont,85
Thermenregion,85
California,85
Washington,85
Niederösterreich,85
Washington,85
Judean Hills,85
California,85
Niederösterreich,85
Washington,85
Cachapoal Valley,85
California,85
Washington,85
Piedmont,85
Casablanca Valley,85
Washington,85
California,85
Washington,85
California,85
Oregon,85
California,85
Northern Spain,85
Canelones,85
California,85
New York,85
California,85
Niederösterreich,85
New York,85
California,85
New York,85
Oregon,85
New York,85
California,85
Northern Spain,85
Oregon,85
California,85
New York,85
Alsace,85
New York,85
Oregon,85
California,85
Niederösterreich,85
California,85
Catalonia,85
California,85
Tuscany,85
Mendoza Province,85
Northern Spain,85
New South Wales,85
Central Italy,85
Oregon,85
Niederösterreich,85
Mendoza Province,85
Central Spain,85
Catalonia,85
California,85
Burgenland,85
Tuscany,85
California,85
Bordeaux,85
California,85
Maule Valley,85
California,85
Bordeaux,85
California,85
Beaujolais,85
Oregon,85
Maule Valley,85
Southwest France,85
Beaujolais,85
California,85
Bordeaux,85
Southwest France,85
Oregon,85
Sicily & Sardinia,85
Casablanca Valley,85
Oregon,85
Southern Italy,85
Beaujolais,85
Colchagua Valley,85
Virginia,85
Sicily & Sardinia,85
California,85
Österreichischer Sekt,85
Tuscany,85
Washington,85
California,85
Mendoza Province,85
California,85
Bordeaux,85
Idaho,85
Central Spain,85
Washington,85
California,85
Bordeaux,85
California,85
Piedmont,85
Washington,85
Central Spain,85
California,85
Central Spain,85
Mendoza Province,85
California,85
Washington,85
California,85
Robertson,85
California,85
Northern Spain,85
Australia Other,85
Western Cape,85
Oregon,85
California,85
Western Australia,85
New York,85
California,85
South Australia,85
Oregon,85
California,85
Australia Other,85
Stellenbosch,85
California,85
Vlootenburg,85
New York,85
California,85
South Australia,85
Oregon,85
California,85
Provence,85
California,85
Northeastern Italy,85
Provence,85
Sicily & Sardinia,85
California,85
New York,85
Burgenland,85
California,85
Burgenland,85
Robertson,85
Niederösterreich,85
California,85
Catalonia,85
Provence,85
California,85
New York,85
Washington,85
California,85
Veneto,85
Northeastern Italy,85
Rhône Valley,85
America,85
Virginia,85
Northern Spain,85
Loire Valley,85
Western Cape,85
Vinho Verde,85
Rapsani,85
Loire Valley,85
California,85
Loire Valley,85
California,85
Mendoza Province,85
Northern Spain,85
Washington,85
Mendoza Province,85
Levante,85
Other,85
Beaujolais,85
Washington,85
California,85
Mendoza Province,85
Douro,85
California,85
Loire Valley,85
California,85
Oregon,85
Southwest France,85
Galicia,85
Oregon,85
California,85
Burgundy,85
California,85
Central Spain,85
California,85
Other,85
California,85
Alentejano,85
California,85
Southwest France,85
Burgundy,85
Vinho Verde,85
Oregon,85
California,85
Washington,85
California,85
Languedoc-Roussillon,85
California,85
Bordeaux,85
California,85
Mavrodaphne of Patras,85
California,85
Virginia,85
Bordeaux,85
Piedmont,85
Bordeaux,85
California,85
Galilee,85
Bordeaux,85
California,85
Bordeaux,85
Piedmont,85
Curicó Valley,85
California,85
Piedmont,85
California,85
Central Italy,85
California,85
Douro,85
California,85
Lisboa,85
California,85
Mendoza Province,85
California,85
Mendoza Province,85
Other,85
Tuscany,85
California,85
Loire Valley,85
Central Spain,85
Coastal Region,85
California,85
New York,85
California,85
Southwest France,85
California,85
Northern Spain,85
California,85
Languedoc-Roussillon,85
Northern Spain,85
Bordeaux,85
Romania,85
Central Valley,85
Central Spain,85
Sicily & Sardinia,85
Northern Spain,85
Burgundy,85
Casablanca Valley,85
Oregon,85
Maipo Valley,85
Burgundy,85
Bordeaux,85
Dão,85
Vinho Verde,85
California,85
Tejo,85
California,85
Southwest France,85
Tejo,85
California,85
Alentejano,85
Oregon,85
Veneto,85
Burgundy,85
Beaujolais,85
Tejo,85
Lisboa,85
Tejo,85
Burgundy,85
Maule Valley,85
Lombardy,85
Lisboa,85
Tejo,85
Simonsberg-Paarl,85
New York,85
Robertson,85
Mendoza Province,85
Overberg,85
Rhône Valley,85
California,85
Beira Atlantico,85
California,85
Douro,85
Galilee,85
Southwest France,85
Tejo,85
Washington,85
Mendoza Province,85
Veneto,85
Southwest France,85
Burgundy,85
Northeastern Italy,85
Southwest France,85
Mendoza Province,85
Southwest France,85
California,85
New York,85
Stellenbosch,85
California,85
Washington,85
Vale dos Vinhedos,85
Casablanca Valley,85
California,85
America,85
California,85
South Australia,85
Virginia,85
Veneto,85
Península de Setúbal,85
Canelones,85
California,85
Vinho Verde,85
Veneto,85
Southwest France,85
Bordeaux,85
Lisboa,85
Southwest France,85
California,85
France Other,85
California,85
Vinho Espumante,85
Tarnave,85
Bordeaux,85
Viile Timisului,85
Lisboa,85
Loire Valley,85
Mendoza Province,85
California,85
Northern Spain,85
Loire Valley,85
Virginia,85
California,85
Loire Valley,85
Arizona,85
Virginia,85
Mendoza Province,85
Oregon,85
Bordeaux,85
Mendoza Province,85
Central Spain,85
Lisboa,85
Thracian Valley,85
Bordeaux,85
Northern Spain,85
Arizona,85
California,85
Mendoza Province,85
Northern Spain,85
Southern Italy,85
Oregon,85
Southern Italy,85
Northern Spain,85
California,85
New York,85
Southern Italy,85
California,85
Southern Italy,85
Catalonia,85
California,85
Southern Italy,85
California,85
Victoria,85
California,85
Southern Italy,85
Northern Spain,85
Central Spain,85
Spain Other,85
Southern Italy,85
California,85
Southern Italy,85
California,85
Northeastern Italy,85
California,85
Rapel Valley,85
Northeastern Italy,85
California,85
Northeastern Italy,85
California,85
Casablanca Valley,85
Central Valley,85
California,85
Northeastern Italy,85
Rio Claro,85
Rapel Valley,85
California,85
Northeastern Italy,85
California,85
Northeastern Italy,85
California,85
Casablanca Valley,85
Lontué Valley,85
Central Valley,85
Oregon,85
Veneto,85
Mendoza Province,85
Veneto,85
Central Italy,85
Oregon,85
Northern Spain,85
Tuscany,85
Oregon,85
California,85
Virginia,85
Piedmont,85
California,85
Lisboa,85
Northeastern Italy,85
Douro,85
California,85
Oregon,85
Western Cape,85
Loire Valley,85
Beira Interior,85
California,85
Michigan,85
Loire Valley,85
Michigan,85
Mendoza Province,85
Michigan,85
Douro,85
Lisboa,85
Northeastern Italy,85
Mendoza Province,85
Northeastern Italy,85
California,85
Northeastern Italy,85
Northern Spain,85
Spain Other,85
Veneto,85
Tejo,85
California,85
Northeastern Italy,85
Loire Valley,85
California,85
Mendoza Province,85
Curicó Valley,85
California,85
Alsace,85
Colchagua Valley,85
California,85
Central Italy,85
Maipo Valley,85
Alsace,85
New York,85
Cachapoal Valley,85
Alsace,85
Central Italy,85
Provence,85
Alsace,85
Stellenbosch,85
Central Italy,85
Alsace,85
California,85
Washington,85
California,85
Bío Bío Valley,85
New York,85
Ismarikos,85
Colchagua Valley,85
Maipo Valley,85
New York,85
California,85
Champagne,85
California,85
Champagne,85
California,85
Mantinia,85
California,85
Veneto,85
Western Cape,85
Northern Spain,85
Washington,85
Central Spain,85
Robertson,85
Washington,85
Veneto,85
Catalonia,85
Washington,85
California,85
Burgundy,85
New York,85
Washington,85
Burgundy,85
Virginia,85
Veneto,85
California,85
Burgundy,85
Veneto,85
Missouri,85
Western Cape,85
Central Spain,85
New York,85
Northeastern Italy,85
California,85
Provence,85
California,85
Central Valley,85
Northeastern Italy,85
Colchagua Valley,85
Southwest France,85
Victoria,85
California,85
Loire Valley,85
Southern Italy,85
California,85
Maule Valley,85
Loire Valley,85
California,85
Australia Other,85
Curicó Valley,85
California,85
Southern Italy,85
Leyda Valley,85
Bío Bío Valley,85
Southern Italy,85
Loire Valley,85
California,85
Washington,85
California,85
Southern Italy,85
Southwest France,85
Southern Italy,85
Southwest France,85
California,85
New South Wales,85
Central Italy,85
Western Cape,85
Australia Other,85
California,85
Australia Other,85
Veneto,85
Australia Other,85
Aconcagua Valley,85
Stellenbosch,85
Oregon,85
Rheinhessen,85
Northeastern Italy,85
Western Cape,85
South Australia,85
Oregon,85
Stellenbosch,85
Oregon,85
Central Valley,85
Oregon,85
California,85
Central Valley,85
California,85
Washington,85
Southern Italy,85
Languedoc-Roussillon,85
Southern Italy,85
Leyda Valley,85
Northeastern Italy,85
Burgenland,85
Washington,85
California,85
Languedoc-Roussillon,85
Central Valley,85
Languedoc-Roussillon,85
Bordeaux,85
Mosel-Saar-Ruwer,85
Languedoc-Roussillon,85
Washington,85
Southern Italy,85
Mosel-Saar-Ruwer,85
Western Cape,85
Leyda Valley,85
Curicó Valley,85
Rapel Valley,85
Western Cape,85
Languedoc-Roussillon,85
Maipo Valley,85
California,85
Idaho,85
Washington,85
California,85
Mendoza Province,85
Idaho,85
Mendoza Province,85
Bordeaux,85
Tuscany,85
California,85
Washington,85
Bordeaux,85
Alsace,85
California,85
Virginia,85
Beaujolais,85
Catalonia,85
California,85
Washington,85
California,85
Northern Spain,85
Alsace,85
Washington,85
Alsace,85
Italy Other,85
Virginia,85
Tuscany,85
Northeastern Italy,85
California,85
Northern Spain,85
Alsace,85
California,85
Massachusetts,85
Missouri,85
Alsace,85
Virginia,85
Languedoc-Roussillon,85
Central Italy,85
California,85
Oregon,85
Vinho Verde,85
Douro,85
Cachapoal Valley,85
Mosel,85
California,85
Oregon,85
Languedoc-Roussillon,85
Oregon,85
France Other,85
California,85
France Other,85
Central Italy,85
California,85
Leyda Valley,85
Maule Valley,85
Cachapoal Valley,85
Idaho,85
Southwest France,85
Bordeaux,85
New South Wales,85
Central Spain,85
California,85
Northern Spain,85
Stellenbosch,85
California,85
Bordeaux,85
South Australia,85
Northern Spain,85
Western Cape,85
California,85
Coastal Region,85
Northern Spain,85
California,85
Western Australia,85
California,85
Bordeaux,85
California,85
Bordeaux,85
France Other,85
Beaujolais,85
Washington,85
Southwest France,85
Beaujolais,85
Washington,85
Marlborough,85
Beaujolais,85
France Other,85
New York,85
California,85
Österreichischer Perlwein,85
Washington,85
Tuscany,85
Casablanca Valley,85
Beaujolais,85
New York,85
Tuscany,85
Rhône Valley,85
Washington,85
Bordeaux,85
California,85
Rhône Valley,85
Maule Valley,85
Northern Spain,85
Lisboa,85
Tejo,85
Oregon,85
California,85
Maipo Valley,85
Península de Setúbal,85
Alentejano,85
Alentejo,85
Vinho Verde,85
Curicó Valley,85
Oregon,85
Loire Valley,85
Alentejano,85
Lisboa,85
Tejo,85
Südoststeiermark,85
California,85
Tejo,85
Trás-os-Montes,85
Südsteiermark,85
California,85
Washington,85
New York,85
Northeastern Italy,85
California,85
Northeastern Italy,85
New York,85
Washington,85
Central Valley,85
New York,85
Mendoza Province,85
Languedoc-Roussillon,85
New York,85
Northeastern Italy,85
New York,85
California,85
Washington,85
New York,85
Mendoza Province,85
California,85
Burgundy,85
California,85
Mendoza Province,85
Veneto,85
Stellenbosch,85
Veneto,85
Missouri,85
New Mexico,85
Northern Spain,85
California,85
Burgundy,85
California,85
Central Spain,85
Other,85
New York,85
Veneto,85
Western Cape,85
California,85
Burgundy,85
Western Cape,85
Catalonia,85
Alentejano,85
California,85
Bairrada,85
Veneto,85
Vinho Verde,85
Southwest France,85
Mendoza Province,85
Southwest France,85
Alentejano,85
Western Cape,85
California,85
Burgundy,85
Dão,85
Alentejano,85
Vinho Verde,85
Southwest France,85
Beira Interior,85
California,85
Tejo,85
Southwest France,85
Bairrada,85
New York,85
California,85
Washington,85
California,85
Mendoza Province,85
Western Cape,85
Rhône Valley,85
Western Cape,85
Robertson,85
Northern Spain,85
Southwest France,85
Tejo,85
Southwest France,85
Dão,85
Portuguese Table Wine,85
Burgundy,85
Other,85
Tejo,85
Veneto,85
California,85
Tejo,85
Southwest France,85
California,85
Rhône Valley,85
Mendoza Province,85
California,85
Western Cape,85
Veneto,85
Catalonia,85
California,85
Mendoza Province,85
Northern Spain,85
Virginia,85
Colorado,85
Northern Spain,85
Oregon,85
California,85
Levante,85
Virginia,85
Zenata,85
Loire Valley,85
Vinho Verde,85
Douro,85
Loire Valley,85
California,85
Virginia,85
Arizona,85
Mosel,85
Northern Spain,85
Mendoza Province,85
Douro,85
Rheinhessen,85
California,85
Loire Valley,85
Tuscany,85
Alentejano,85
Oregon,85
Alsace,85
California,85
New York,85
Champagne,85
Alsace,85
California,85
Veneto,85
Maule Valley,85
California,85
New York,85
Alsace,85
Leyda Valley,85
California,85
Maule Valley,85
New York,85
California,85
Oregon,85
California,85
Australia Other,85
California,85
Constantia,85
South Australia,85
California,85
Robertson,85
New York,85
Alsace,85
New York,85
Western Australia,85
Maipo Valley,85
Oregon,85
Coastal Region,85
California,85
Stellenbosch,85
Oregon,85
New York,85
Champagne,85
Mosel,85
Burgundy,85
Mosel,85
Vinho Verde,85
Northern Spain,85
Alsace,85
California,85
Port,85
Southern Italy,85
Lombardy,85
Champagne,85
Burgundy,85
Central Spain,85
Península de Setúbal,85
Central Spain,85
California,85
Northern Spain,85
Burgundy,85
Douro,85
Burgundy,85
Central Spain,85
Mendoza Province,85
Burgundy,85
Other,85
California,85
Port,85
Burgundy,85
Central Spain,85
California,85
Bordeaux,85
Catalonia,85
Washington,85
Maule Valley,85
Central Italy,85
Curicó Valley,85
California,85
San Antonio,85
California,85
Central Italy,85
Washington,85
California,85
Casablanca Valley,85
Levante,85
California,85
Provence,85
Northeastern Italy,85
Central Italy,85
Washington,85
Casablanca Valley,85
Central Italy,85
California,85
Piedmont,85
California,85
Bordeaux,85
California,85
Piedmont,85
Colchagua Valley,85
California,85
Washington,85
Southwest France,85
California,85
Veneto,85
Marlborough,85
Martinborough,85
Veneto,85
California,85
Mendoza Province,85
California,85
Ontario,85
California,85
Veneto,85
California,85
Veneto,85
Mendoza Province,85
Veneto,85
Washington,85
Loire Valley,85
Veneto,85
Catalonia,85
California,85
Marlborough,85
New York,85
California,85
Central Spain,85
California,85
Bordeaux,85
Washington,85
California,85
Washington,85
Other,85
Bordeaux,85
Robertson,85
Central Spain,85
California,85
Northern Spain,85
Western Cape,85
France Other,85
California,85
Cachapoal Valley,85
California,85
Douro,85
Tejo,85
Alentejano,85
Northeastern Italy,85
Villány,85
Alentejano,85
Veneto,85
California,85
Alentejano,85
Curicó Valley,85
California,85
Casablanca Valley,85
